959901478721871877,2018-02-03 21:28:41,False,0,False,,#Environment &amp; #Climate eDaily—#CdnPoli #COP23 #Uniting4Climate—https://t.co/E77drZlIBl — Tshishatshitin @SantasWorldLet @Tintie4 @iBizZee,77254498,deepgreendesign
959854755198717958,2018-02-03 18:23:01,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn #thehill
""it's..so"" #Twain &amp; #Puzo ""i'll.use""
**anger #VOI(elephant)D** [this is..… https://t.co/4CWtyhct8j",3305842823,zeznom
959854569437171713,2018-02-03 18:22:17,False,0,False,957476085138063360,"@nbcsnl REPOT #ap #g20 #un #snl #cnn #thehill
""IT'S what you know for sure that just ain't SO""
""I'LL make him an of… https://t.co/XhBb1GwNXW",3305842823,zeznom
959854307993677824,2018-02-03 18:21:14,False,0,False,957476085138063360,"@nbcsnl 2 #ap #g20 #un #snl #cnn
#WELL **master-danggo**
eye&lt;voter&gt;fold SOU
hurdle **Ponder Jam** ton
=**#Pet(inert… https://t.co/wr5Qcz3y3D",3305842823,zeznom
959854042691366916,2018-02-03 18:20:11,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn #thehill
#WELL ****master-danggo****
eye&lt;voter&gt;fold SOU(fya #French)
hurdle **Pond… https://t.co/h0BE8VcUEZ",3305842823,zeznom
959853918313426945,2018-02-03 18:19:42,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#WALL ****gangster mode****
eye&lt;overt&gt;seer old-FOU(fya #French)
donald **Jo… https://t.co/zFOi6jQLCx",3305842823,zeznom
959853838969827328,2018-02-03 18:19:23,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#diddle tsetse #WALL eye&lt;iv&gt;set old-fou(fya #French)
**John Pierpont**… https://t.co/B8ZLFX37V5",3305842823,zeznom
959853740118433793,2018-02-03 18:18:59,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
son of the NOUGHT
THOUGHT of the SOUND(son)
THAT how we crossed(Sep 17, 201… https://t.co/IazUWi3qPO",3305842823,zeznom
959853661068365824,2018-02-03 18:18:40,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
(Sep 30, 2015) during a walk back to #Hamilton from #Dundas
i blurted: ""ali… https://t.co/5sbv9JXNXv",3305842823,zeznom
959853572623085568,2018-02-03 18:18:19,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#AliceInTheWonderland = fy&lt;i!&gt; #etcetera
#f1c(first 1 character) a wit
#f2c… https://t.co/BDuXFTWQui",3305842823,zeznom
959853485041831939,2018-02-03 18:17:58,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#ecIOUce(orchestra)
= six&lt;o&gt;tin ***(belief = be-life)*** &amp;Union
Evolu Conne… https://t.co/jBYFVI1iI9",3305842823,zeznom
959853200252850176,2018-02-03 18:16:50,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
#theSILENTvoice: ""one knows can't say..""
understood as [NOBODY knows everything #SKS… https://t.co/9hhZils3yc",3305842823,zeznom
959852681819979776,2018-02-03 18:14:47,False,0,False,957476085138063360,"@nbcsnl REVEAL-3 #ap #g20 #un #snl #cnn
#theSILENTvoice told me IN-ACTION:
my own saying on something
then expandin… https://t.co/4RM3uDk7Qa",3305842823,zeznom
959852404509376512,2018-02-03 18:13:41,False,0,False,957476085138063360,"@nbcsnl REVEAL-2 #ap #g20 #un #snl #cnn #thehill
""100"" fr #JFK &amp; #Ciano =&gt; #Trump's 100-c
#Reagan's =&gt; confirm… https://t.co/r6DK0sykEV",3305842823,zeznom
959851704001945606,2018-02-03 18:10:54,False,0,False,957476085138063360,"@nbcsnl REVEAL-1 #ap #g20 #un #snl #cnn #thehill
conversation with #theSILENTvoice
things (""God's secret"" or OUR se… https://t.co/h6bgKo4jRI",3305842823,zeznom
959850855129337856,2018-02-03 18:07:31,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn
""no...ETERNAL LIFE SEE-ON (as-in #exxon)""
= Ronald Wilson #Reagan predicts his
ETE… https://t.co/tFSr7SrpKg",3305842823,zeznom
959850566162763776,2018-02-03 18:06:22,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn
""no government voluntarily reduces
itself in programs we'll disappear on this
ETER… https://t.co/YXnTetdjq2",3305842823,zeznom
959850187928764417,2018-02-03 18:04:52,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
""i be...? very cowardly!"" #Trump&lt;ad-puppet&gt;
PROVERYAI cONfess #PUNY-mind
= DJ #Trump… https://t.co/AkkjocpNtg",3305842823,zeznom
959849944545861632,2018-02-03 18:03:54,False,3,False,,"RT @PureShores_Fiji: #saveSavusavuBay #saveNawiIsland #COP23
Our beautiful bay is at risk, due to developers mass… https://t.co/qcy51Z6Ry1",808773343,JopeTarai
959849716220616704,2018-02-03 18:03:00,False,0,False,957476085138063360,"@nbcsnl 2 #ap #g20 #un #snl #cnn
""i be...y!"" #Trump
=i believe my #SOUL&lt;energy&gt; will be totally
popbanja *carma low… https://t.co/VEHlb5kQmY",3305842823,zeznom
959849132935581696,2018-02-03 18:00:41,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn
""i be...cowardly!"" #Trump's 100c
= i believe my #SOUL&lt;energy&gt; will be totally
pop-… https://t.co/zlctUUQ0W9",3305842823,zeznom
959848835869761536,2018-02-03 17:59:30,False,0,False,957476085138063360,"@nbcsnl REPOT #ap #g20 #un #snl #cnn #thehill
#Trump's 100-character #tweet:
""I BElieve james #comey leaks
will be… https://t.co/rwcAtQWbgm",3305842823,zeznom
959848716281802752,2018-02-03 17:59:01,False,0,False,957476085138063360,"@nbcsnl 2 #ap #g20 #un #snl #cnn
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
gotta #vice [this is... #grundy]
= ""w...ow… https://t.co/JRxcBJmxM2",3305842823,zeznom
959848554205536256,2018-02-03 17:58:23,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
gotta #vice [this is... #grundy]… https://t.co/73hkEjY93h",3305842823,zeznom
959848431580741632,2018-02-03 17:57:53,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
""i be...? very cowardly!"" #Trump**duddy ware**
= #donaldtrump told… https://t.co/81EsNRjrL1",3305842823,zeznom
959848327796977665,2018-02-03 17:57:29,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
#Trump(from 100c #tweet):
""(w)i&lt;??&gt;leaks cowardly than anyone ever! thought""
= arse… https://t.co/fdFV5D7qaS",3305842823,zeznom
959848184326496256,2018-02-03 17:56:54,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",819141795342942209,Loyalvoter12ka4
959848064596041728,2018-02-03 17:56:26,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
virile #DonaldTrump was telling #JamesComey
""we have that thing you know""&lt;?… https://t.co/7r2ylzYnEZ",3305842823,zeznom
959847978830876672,2018-02-03 17:56:05,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
virile Donald #Trump was telling james #comey
""we have that thing you know""… https://t.co/GmakeJnFmA",3305842823,zeznom
959847905220792320,2018-02-03 17:55:48,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
donald John #trumP told james #comey:
""we have that thing, you know"" &lt;?&gt;
=… https://t.co/UoWS5Zk2nn",3305842823,zeznom
959847798995898370,2018-02-03 17:55:23,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
""we have that thing you know"" #Trump to #Comey
#sesame all-in-ram #3Fecter… https://t.co/sGudaRYKFD",3305842823,zeznom
959847620918370304,2018-02-03 17:54:40,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#trump: to #comey: ""we have that thing you know"" &lt;FIRES&gt;
= when you task fo… https://t.co/PIfYlwXGvj",3305842823,zeznom
959847429070782465,2018-02-03 17:53:54,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
creepy #gop [this is... #grundy]
=… https://t.co/9EEGtGntv9",3305842823,zeznom
959847300934914048,2018-02-03 17:53:24,False,0,False,957476085138063360,"@nbcsnl 2 #ap #g20 #un #snl #cnn
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
pravda #PAD [this is.. #grundy]
= DJ… https://t.co/k56rOwylBX",3305842823,zeznom
959847016045178880,2018-02-03 17:52:16,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
pravda #PAD [this is... #grundy]… https://t.co/Ol5pRx23sZ",3305842823,zeznom
959846876848754689,2018-02-03 17:51:43,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
virile #gop [this is the end of solomon… https://t.co/1157nBFiUh",3305842823,zeznom
959846696577626118,2018-02-03 17:51:00,False,0,False,957476085138063360,"@nbcsnl 2 #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
arsed #lire(READ) [this is...… https://t.co/sP6iOGlVUw",3305842823,zeznom
959846509276811264,2018-02-03 17:50:15,False,0,False,957476085138063360,"@nbcsnl 1 #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
arsed #lire(READ) [this is...… https://t.co/j1pMGzoHcq",3305842823,zeznom
959846227604099073,2018-02-03 17:49:08,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
hue(BALANCE) pure&lt;ai(WHO)&gt;lire(READ)
[the #GOP with missing&lt;E&gt;foundation]
=… https://t.co/aosiJbuTaR",3305842823,zeznom
959846126915588097,2018-02-03 17:48:44,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
cabet #VOI-D [this is... #grundy]
= ****conv… https://t.co/WwrsjG1BjN",3305842823,zeznom
959845936385150976,2018-02-03 17:47:58,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
hit cog #PAD [this is... #grundy]
= ""there's… https://t.co/eMLdaAuoLZ",3305842823,zeznom
959845556049858560,2018-02-03 17:46:28,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
cogger #pad [this is... #grundy]
=… https://t.co/ahOxA7stUD",3305842823,zeznom
959845465775923200,2018-02-03 17:46:06,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
""it's...so"" #Twain &amp; #Puzo ""i'll...use""
#PIT pig #PAD [this is... #grundy]… https://t.co/aHrxR0isqZ",3305842823,zeznom
959845358380740609,2018-02-03 17:45:41,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
#Rothschild-AM &amp; #Rockefeller-JD #43c-rogue
= 2DON #nah-ERR **leona… https://t.co/XJL7DpIvVI",3305842823,zeznom
959845242794110977,2018-02-03 17:45:13,False,0,False,957476085138063360,"@nbcsnl qopy #ap #g20 #un #snl #cnn #thehill
**9-letter code** [this is &lt;the end of&gt; Solomon Grundy]
= fyi &amp; fya [t… https://t.co/QxpGGQRQlt",3305842823,zeznom
959845156043227136,2018-02-03 17:44:52,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
Twain: ""IT'S what you know for sure that just ain't SO""
Puzo: ""I'LL make hi… https://t.co/Zw7PMNL5fW",3305842823,zeznom
959844982298435585,2018-02-03 17:44:11,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn #thehill
ech(twain's FROG) gen chiller on-sec
""IT's what you know for sure that just… https://t.co/61v0v6tPec",3305842823,zeznom
959844848021983238,2018-02-03 17:43:39,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl
schism REEF chips #theSILENTvoice""the STOLENreef""
""IT Ain’t what you don’t know that gets… https://t.co/7YPbat7NLd",3305842823,zeznom
959844523567386624,2018-02-03 17:42:22,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
#f2c it whyoyo #dort king then #ia(pu)
""IT Ain’t what you don’t know that gets you i… https://t.co/Pt2lphTffu",3305842823,zeznom
959844248215486464,2018-02-03 17:41:16,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
(this 38-charactered #tweet =2RITE greedy swatic 2HaTcHeT)
favorite text post ""Micha… https://t.co/13PTBJvmCH",3305842823,zeznom
959844031051259905,2018-02-03 17:40:24,False,0,False,957476085138063360,"@nbcsnl #ap #g20 #un #snl #cnn
it's all about THE #energy stupid!
your cHoICe 4 visibleINvisible existence
&amp; the… https://t.co/6pZ3TlSE4A",3305842823,zeznom
959843901728280581,2018-02-03 17:39:53,False,0,False,957476085138063360,"@nbcsnl (diddle&lt;9&gt;nuCLEAR watch... #tweet-last)
#ap #g20 #un #snl #cnn
** #gotta c-hear #watch some #usa-movies **… https://t.co/mDcOjsH9Gd",3305842823,zeznom
959836149039747072,2018-02-03 17:09:05,False,59,False,,RT @FAOKnowledge: #Climatechange is threatening our food security &amp; #zerohunger future. We need to act now!  #COP23 https://t.co/ywnChcQA57,867852321123835904,lisapike121
959831790688133120,2018-02-03 16:51:46,False,0,False,959831526501441536,"@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim @NASA Once the WORLD"" has made the Chinese English Dutch Danish… https://t.co/FzznFYXg1K",1617494906,3T_Profit_0_Co2
959831526501441536,2018-02-03 16:50:43,False,0,False,959831102826393600,"@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim @NASA Once the WORLD"" has made the Chinese English Dutch Danish… https://t.co/sNb6qT9gkD",1617494906,3T_Profit_0_Co2
959827393815961600,2018-02-03 16:34:18,False,0,False,959825637883240453,"@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim I want to stress, ""due to the CATASTROPHIC FAILURE #COP1 to… https://t.co/TuXCFWH4f3",1617494906,3T_Profit_0_Co2
959825116438913025,2018-02-03 16:25:15,False,0,False,959824698270978048,@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim From #COP1 to #COP23 ENERGY 65% #BIOMASS @ 2 times more Co2 tha… https://t.co/6pwMYAh0CE,1617494906,3T_Profit_0_Co2
959824698270978048,2018-02-03 16:23:35,False,0,False,959823871057776640,"@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim Cape Town CRISIS: 'Is facing a 9/11’ Crisis ""WHY"" because… https://t.co/wr605rYYcB",1617494906,3T_Profit_0_Co2
959822247153324032,2018-02-03 16:13:51,False,0,False,959820502410973184,@IEA @Ute_Collier @IRENA @JvDorp @UNEP @ErikSolheim From the Beginning #COP1 to #COP23 @ErikSolheim &amp; @UNEP WE'RE W… https://t.co/yrwtuGczxI,1617494906,3T_Profit_0_Co2
959813610330566657,2018-02-03 15:39:31,False,0,False,,https://t.co/3XGVdnCt5H Register for #security &amp; #sustainability for #climatechange #cleanwateract #cleanenergy… https://t.co/20t2IkZkEx,121156279,ssgovforum
959810737484062720,2018-02-03 15:28:06,False,0,False,959780212862062592,"@IEA @Ute_Collier @IRENA By @JvDorp
As he has been saying for more than a decade now: relying on #Biomass to tackle… https://t.co/lReCLGX71u",1617494906,3T_Profit_0_Co2
959800742910377984,2018-02-03 14:48:24,False,26,False,,"RT @CECHR_UoD: China fills part of US void on climate without dominating talks
#COP23 
https://t.co/OP81RVvfpV
China focuses on domestic ac…",631690133,RickWilson1948
959799138639663104,2018-02-03 14:42:01,False,0,False,959789572476477441,@NYSComptroller @ChristopherNFox Great to see you’re walking the talk like you announced at #COP23 panel with… https://t.co/i9wW2aaNpM,132276131,Umweltgutachter
959790659526909953,2018-02-03 14:08:19,False,0,False,,Key #Achievements from #COP23 https://t.co/O7SZmZoXDB,2753693926,Renewablesafri
959774187408711681,2018-02-03 13:02:52,False,19,False,,#Teamfiji  Kindly share this around and follow the updates on the Facebook Page @saveSavusavuBay on the environment… https://t.co/nKWAfkgybA,920961507361308675,lou_fiji
959765311124746240,2018-02-03 12:27:36,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",206579821,Candygal2030
959757731765694464,2018-02-03 11:57:29,False,4,False,,RT @ssgovforum: The WIRED Guide to #climateChange- #CleanAirAct #renewables #RenewableEnergy #COP23 #ClimateResistance... https://t.co/nPos…,927076961503076352,NWP_UNFCCC
959746992908972032,2018-02-03 11:14:49,False,4,False,,RT @ssgovforum: The WIRED Guide to #climateChange- #CleanAirAct #renewables #RenewableEnergy #COP23 #ClimateResistance... https://t.co/nPos…,90863805,Stephencgill
959744395267391488,2018-02-03 11:04:29,False,4,False,,RT @ssgovforum: The WIRED Guide to #climateChange- #CleanAirAct #renewables #RenewableEnergy #COP23 #ClimateResistance... https://t.co/nPos…,2469175266,energycoin
959743769900998656,2018-02-03 11:02:00,False,11,False,,"RT @ronny_jumeau: #Pacific #islanders at the #COP23 #climatetalks in #Bonn last year: 'We are not #climate victims, we are #climatewarriors…",15332989,nick_cayman
959743525335322624,2018-02-03 11:01:02,False,2,False,,How to get the most benefit from #mangroves #restoration? Find out here: https://t.co/whxlxdczQe |weADAPT… https://t.co/V4bmYRqOev,88933467,weADAPT1
959743284242518016,2018-02-03 11:00:04,False,4,False,,The WIRED Guide to #climateChange- #CleanAirAct #renewables #RenewableEnergy #COP23 #ClimateResistance... https://t.co/nPosS43RDo,121156279,ssgovforum
959735908185595904,2018-02-03 10:30:46,False,62,False,,"RT @WorldBank: An important step forward at #COP23 towards integrating #agriculture &amp; #ClimateAction, as the world recognizes the urgency t…",864183661,Greengrumbler
959732475168780290,2018-02-03 10:17:07,False,3,False,,Shouldn't every parking lot get a #solar upgrade like this one? RT if you agree. Financial payback calculations nee… https://t.co/dVOFhLh2qE,56485196,Rajnishah
